, gaze_angle_x, gaze_angle_y, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz,mouth,y,y_pre_label
11957,0.092,0.176,-32.1,54.8,402.5,-0.081,-0.072,-0.08,21.4,1,1
11958,0.098,0.179,-32.1,54.6,403.7,-0.084,-0.075,-0.08,21.2,1,1
11959,0.1,0.151,-31.8,54.3,401.9,-0.091,-0.078,-0.081,21.3,1,1
11960,0.113,0.144,-31.7,54.1,401.9,-0.091,-0.08,-0.079,21.2,1,1
11961,0.102,0.129,-31.6,53.8,402.2,-0.097,-0.081,-0.078,21.5,1,1
11962,0.095,0.123,-31.6,53.7,403.1,-0.105,-0.081,-0.078,21.4,1,1
11963,0.093,0.122,-32.0,53.8,405.8,-0.106,-0.079,-0.08,21.5,1,1
11964,0.104,0.113,-32.1,53.4,405.3,-0.114,-0.077,-0.079,21.5,1,0
11965,0.105,0.107,-32.2,52.9,404.3,-0.126,-0.075,-0.077,21.4,1,0
11966,0.098,0.11,-32.7,52.7,406.8,-0.132,-0.073,-0.076,20.9,1,0
11967,0.125,0.085,-33.2,52.2,409.6,-0.14,-0.071,-0.073,20.9,1,0
11968,0.139,0.071,-33.9,51.6,412.2,-0.148,-0.073,-0.069,20.8,1,0
11969,0.124,0.078,-34.6,50.5,412.4,-0.155,-0.078,-0.065,20.0,1,0
11970,0.14,0.061,-35.8,49.8,414.4,-0.164,-0.082,-0.066,20.1,0,0
11971,0.126,0.034,-36.9,49.0,413.4,-0.18,-0.089,-0.064,20.0,0,0
11972,0.146,0.014,-38.5,48.6,414.2,-0.194,-0.094,-0.067,19.8,0,0
11973,0.14,0.019,-39.9,47.9,412.6,-0.201,-0.1,-0.072,17.7,0,0
11974,0.176,0.02,-41.7,47.8,413.3,-0.221,-0.098,-0.081,4.3,0,0
11975,0.179,0.023,-43.2,47.9,413.8,-0.219,-0.099,-0.086,2.7,0,0
11976,0.185,0.029,-44.5,47.9,414.4,-0.211,-0.099,-0.088,2.1,0,0
11977,0.175,0.01,-45.3,48.0,414.2,-0.214,-0.091,-0.091,2.5,0,0
11978,0.181,0.02,-46.0,48.2,415.6,-0.205,-0.083,-0.086,2.6,0,0
11979,0.161,0.032,-46.0,48.2,414.5,-0.195,-0.081,-0.082,5.1,0,0
11980,0.126,0.042,-45.8,48.0,416.1,-0.185,-0.078,-0.074,12.4,0,0
11981,0.109,0.031,-45.2,47.5,416.6,-0.192,-0.077,-0.069,15.0,0,0
11982,0.116,0.015,-44.8,47.0,418.6,-0.196,-0.077,-0.064,15.7,0,0
11983,0.092,0.018,-44.2,46.2,419.0,-0.208,-0.077,-0.059,16.6,0,0
11984,0.107,0.018,-44.0,45.4,420.4,-0.22,-0.071,-0.058,17.0,0,0
11985,0.093,0.002,-43.6,44.6,418.9,-0.233,-0.071,-0.054,17.1,0,0
11986,0.108,0.008,-43.6,44.3,418.9,-0.232,-0.066,-0.053,17.3,0,0
11987,0.1,0.001,-43.6,44.2,418.7,-0.23,-0.062,-0.05,16.7,0,0
11988,0.095,-0.0,-43.6,44.0,416.8,-0.227,-0.061,-0.048,14.8,0,0
11989,0.085,0.019,-43.9,44.2,416.5,-0.222,-0.05,-0.048,10.1,0,0
11990,0.06,0.043,-44.2,44.6,416.0,-0.212,-0.039,-0.049,6.1,0,0
11991,0.047,0.034,-44.5,44.7,414.6,-0.207,-0.035,-0.048,6.6,0,0
11992,0.028,0.02,-44.7,44.2,411.8,-0.21,-0.028,-0.048,8.3,0,0
11993,0.022,0.028,-45.0,43.4,408.9,-0.217,-0.015,-0.044,12.0,0,0
11994,0.027,0.034,-45.7,43.0,409.4,-0.225,-0.001,-0.042,14.5,0,0
11995,0.022,0.018,-46.4,42.5,409.7,-0.232,0.01,-0.038,19.0,0,0
11996,0.024,0.019,-47.1,42.0,409.4,-0.239,0.018,-0.036,20.6,0,0
11997,0.024,0.013,-47.4,41.9,407.9,-0.238,0.027,-0.039,22.5,0,0
11998,0.014,0.007,-47.4,42.0,406.6,-0.231,0.036,-0.041,24.0,0,0
11999,0.005,0.01,-47.5,42.1,405.9,-0.23,0.044,-0.042,26.0,0,0
12000,0.001,0.011,-49.2,42.2,408.9,-0.213,0.054,-0.012,26.7,0,0
12001,-0.0,0.028,-47.9,42.1,406.0,-0.214,0.029,-0.006,25.4,0,0
12002,-0.004,0.035,-47.0,41.9,403.0,-0.209,0.034,-0.016,19.3,0,0
12003,0.01,0.03,-46.3,41.7,401.0,-0.213,0.029,-0.018,11.8,0,0
12004,-0.01,0.044,-46.1,41.7,401.6,-0.21,0.037,-0.017,6.3,0,0
12005,-0.007,0.033,-45.7,41.8,400.9,-0.208,0.039,-0.017,6.8,0,0
12006,-0.02,0.053,-45.0,42.1,400.5,-0.194,0.036,-0.018,10.1,0,0
12007,-0.009,0.058,-44.5,42.4,400.9,-0.188,0.03,-0.021,14.7,0,0
12008,0.003,0.056,-44.1,42.4,401.8,-0.184,0.028,-0.023,18.3,0,0
12009,0.019,0.044,-43.6,42.3,401.8,-0.182,0.028,-0.024,20.0,0,0
12010,0.011,0.061,-43.3,42.3,402.9,-0.178,0.032,-0.026,20.4,0,0
12011,0.007,0.05,-42.9,42.0,402.4,-0.176,0.033,-0.025,20.9,0,0
12012,0.011,0.041,-42.5,41.9,401.7,-0.178,0.033,-0.025,21.7,0,0
12013,0.012,0.048,-42.1,42.0,401.5,-0.175,0.034,-0.027,22.1,0,0
12014,0.013,0.046,-41.6,42.0,401.3,-0.174,0.034,-0.028,22.5,0,0
12015,0.028,0.067,-41.1,42.3,402.7,-0.176,0.037,-0.032,23.1,0,0
12016,0.03,0.062,-40.3,42.7,402.7,-0.179,0.037,-0.033,23.1,0,0
12017,0.019,0.061,-39.6,43.0,403.9,-0.18,0.043,-0.037,22.8,0,0
12018,0.035,0.059,-38.5,43.0,402.2,-0.188,0.043,-0.037,22.7,0,0
12019,0.013,0.055,-37.7,43.2,403.1,-0.189,0.047,-0.031,22.9,0,0
12020,0.018,0.049,-36.8,43.2,403.0,-0.194,0.046,-0.026,22.8,0,0
12021,0.012,0.047,-36.1,43.1,403.1,-0.195,0.047,-0.022,22.5,0,0
12022,-0.003,0.046,-35.4,43.1,404.2,-0.201,0.051,-0.018,22.3,0,0
12023,0.015,0.039,-34.8,43.0,404.7,-0.202,0.054,-0.013,22.1,0,0
12024,-0.003,0.041,-34.4,42.6,403.3,-0.198,0.051,-0.008,22.3,0,0
12025,0.008,0.036,-34.1,42.3,402.3,-0.197,0.05,-0.005,22.6,0,0
12026,0.032,0.043,-34.0,42.1,402.4,-0.193,0.051,-0.002,22.5,0,0
12027,0.005,0.033,-33.9,42.0,401.9,-0.198,0.048,-0.0,22.8,0,0
12028,0.01,0.039,-34.1,41.8,402.1,-0.197,0.049,-0.004,22.4,0,0
12029,-0.006,0.043,-34.1,41.7,401.2,-0.198,0.046,-0.007,22.6,0,0
12030,-0.011,0.039,-34.3,41.6,400.2,-0.197,0.041,-0.009,22.6,0,0
12031,0.003,0.056,-34.6,41.5,400.0,-0.191,0.041,-0.015,22.2,0,0
12032,0.021,0.071,-34.8,41.4,399.5,-0.185,0.043,-0.019,22.0,0,0
12033,0.069,0.064,-34.9,41.5,398.3,-0.182,0.04,-0.021,21.6,0,0
12034,0.108,0.055,-34.0,41.5,396.4,-0.18,0.025,-0.024,21.2,0,0
12035,0.137,0.062,-32.3,41.6,395.7,-0.181,-0.001,-0.039,21.0,0,0
12036,0.178,0.057,-29.2,41.3,392.6,-0.198,-0.051,-0.056,20.6,0,0
12037,0.17,0.073,-25.4,41.6,391.6,-0.217,-0.101,-0.077,14.2,0,0
12038,0.16,0.054,-20.7,42.0,390.5,-0.237,-0.162,-0.099,6.6,0,0
12039,0.231,0.016,-15.3,42.1,385.7,-0.215,-0.224,-0.127,7.2,0,0
12040,0.253,0.044,-10.6,42.8,387.1,-0.173,-0.272,-0.16,9.1,0,0
12041,0.308,0.069,-7.6,43.7,389.4,-0.139,-0.309,-0.183,12.5,0,0
12042,0.327,0.072,-6.0,44.6,392.0,-0.133,-0.329,-0.191,15.2,0,0
12043,0.301,0.072,-6.5,45.0,391.9,-0.133,-0.313,-0.189,15.3,0,0
12044,0.345,0.035,-8.8,45.3,397.3,-0.141,-0.293,-0.188,15.1,0,0
12045,0.245,-0.05,-12.6,44.5,400.3,-0.155,-0.25,-0.177,15.1,0,0
12046,0.311,-0.156,-18.0,42.9,405.7,-0.203,-0.169,-0.152,11.6,0,0
12047,0.268,-0.183,-22.7,41.2,407.4,-0.26,-0.116,-0.124,11.4,0,0
12048,0.234,-0.211,-27.0,40.0,408.7,-0.299,-0.092,-0.096,12.7,0,0
12049,0.233,-0.207,-30.0,39.1,405.7,-0.302,-0.07,-0.079,14.4,0,0
12050,0.165,-0.031,-32.5,39.4,405.1,-0.279,-0.055,-0.067,16.3,0,0
12051,0.13,-0.006,-34.3,39.8,403.9,-0.257,-0.053,-0.058,17.9,0,0
12052,0.073,-0.004,-36.9,38.5,409.9,-0.275,-0.035,-0.057,20.1,0,0
12053,0.067,-0.007,-39.3,35.2,408.3,-0.303,-0.018,-0.061,20.5,0,0
12054,0.056,-0.03,-41.7,33.2,407.0,-0.342,0.002,-0.064,21.0,0,0
12055,0.056,-0.05,-43.4,32.3,401.4,-0.359,0.008,-0.072,11.6,0,0
12056,0.048,-0.054,-45.2,32.1,403.9,-0.35,0.026,-0.08,5.8,0,0
12057,0.035,-0.067,-46.3,31.0,402.8,-0.358,0.033,-0.089,5.7,0,0
12058,-0.026,-0.086,-47.6,30.0,404.1,-0.359,0.048,-0.09,8.6,0,0
12059,-0.017,-0.086,-50.5,29.1,409.3,-0.359,0.079,-0.051,19.5,0,0
12060,-0.03,-0.12,-50.9,28.0,410.6,-0.355,0.053,-0.035,26.1,0,0
12061,0.001,-0.099,-51.2,27.2,414.0,-0.349,0.045,-0.029,28.5,0,0
12062,0.019,-0.088,-50.9,26.4,415.9,-0.35,0.043,-0.024,30.7,0,0
12063,0.0,-0.095,-48.7,25.6,415.0,-0.353,0.014,-0.05,29.1,0,0
12064,-0.013,-0.136,-47.8,25.4,413.7,-0.361,0.014,-0.06,28.5,0,0
12065,-0.013,-0.092,-47.0,26.1,416.3,-0.357,0.027,-0.05,28.3,0,0
12066,0.031,-0.082,-45.9,27.8,416.1,-0.333,0.018,-0.048,29.7,0,0
12067,-0.001,-0.068,-44.5,29.8,414.9,-0.32,0.005,-0.056,29.6,0,0
12068,0.039,-0.084,-43.1,30.7,411.6,-0.314,-0.003,-0.061,30.5,0,0
12069,0.064,-0.056,-42.1,31.1,410.1,-0.312,0.004,-0.061,31.1,0,0
12070,0.072,-0.047,-41.3,30.9,408.9,-0.325,0.001,-0.062,29.8,0,0
12071,0.044,-0.042,-40.2,30.5,409.0,-0.338,0.003,-0.064,28.7,0,0
12072,0.052,-0.025,-38.5,30.2,407.2,-0.338,-0.006,-0.063,29.1,0,0
12073,0.059,-0.011,-36.5,30.3,405.1,-0.329,-0.016,-0.059,32.0,0,0
12074,0.044,-0.005,-34.9,30.0,403.8,-0.332,-0.015,-0.053,34.3,0,0
12075,0.025,-0.018,-34.4,28.4,403.3,-0.35,0.004,-0.04,34.8,0,0
12076,0.026,-0.047,-34.5,27.3,402.8,-0.357,0.019,-0.03,34.6,0,0
12077,0.007,-0.062,-34.3,26.5,402.4,-0.369,0.037,-0.018,34.6,0,0
12078,-0.017,-0.052,-33.8,26.2,403.4,-0.358,0.045,-0.005,34.5,0,0
12079,-0.007,-0.023,-32.7,26.6,404.2,-0.35,0.049,0.006,35.0,0,0
12080,-0.021,-0.006,-31.2,27.8,404.0,-0.338,0.044,0.009,36.2,0,0
12081,-0.008,0.01,-29.4,30.0,401.8,-0.308,0.032,0.014,36.0,0,0
12082,0.003,0.05,-27.7,32.6,401.3,-0.275,0.026,0.016,35.8,0,0
12083,0.003,0.064,-26.1,35.3,399.7,-0.255,0.014,0.021,35.9,0,0
12084,0.006,0.056,-24.8,37.6,398.2,-0.237,0.007,0.024,35.8,0,0
12085,0.001,0.051,-23.7,39.2,395.3,-0.227,0.002,0.026,36.5,0,0
12086,0.012,0.065,-23.2,40.7,394.8,-0.219,0.001,0.029,36.2,0,0
12087,0.016,0.061,-22.8,41.6,391.5,-0.209,-0.003,0.031,36.3,0,0
12088,-0.016,0.072,-22.8,42.5,391.8,-0.206,-0.0,0.032,37.1,0,0
12089,0.014,0.091,-22.6,43.3,389.6,-0.184,-0.0,0.033,37.6,0,0
12090,0.023,0.102,-22.2,44.2,387.1,-0.16,-0.002,0.032,37.7,0,0
12091,0.012,0.111,-21.9,44.9,386.5,-0.143,-0.001,0.028,38.4,0,0
12092,0.034,0.115,-21.5,45.3,384.5,-0.132,-0.004,0.024,39.1,0,0
12093,0.029,0.13,-21.1,45.1,383.8,-0.116,-0.001,0.021,39.3,0,0
12094,0.031,0.134,-20.7,44.4,382.0,-0.109,0.002,0.017,39.5,0,0
12095,0.032,0.136,-20.2,43.7,380.5,-0.105,0.004,0.012,39.9,0,0
12096,0.028,0.131,-19.9,43.4,378.8,-0.1,0.006,0.01,40.4,0,0
12097,0.033,0.14,-19.5,43.7,376.5,-0.091,0.003,0.009,40.9,0,0
12098,0.03,0.154,-19.3,44.6,377.0,-0.081,0.008,0.011,41.0,0,0
12099,0.047,0.168,-19.0,45.5,374.9,-0.055,0.008,0.012,41.2,0,0
12100,0.028,0.175,-18.9,46.4,372.9,-0.041,0.006,0.011,41.3,0,0
12101,0.013,0.184,-18.8,46.6,369.8,-0.024,0.007,0.014,41.0,0,0
12102,0.032,0.19,-18.7,47.0,367.9,-0.01,0.006,0.011,40.5,0,0
12103,0.037,0.201,-18.9,47.7,367.7,0.001,0.004,0.005,40.6,0,0
12104,0.041,0.203,-19.1,48.8,367.9,0.011,0.001,-0.002,40.0,0,0
12105,0.029,0.224,-19.4,50.5,369.9,0.024,0.008,-0.01,39.3,0,0
12106,0.04,0.213,-19.5,52.2,370.0,0.03,0.005,-0.017,38.8,0,0
12107,0.038,0.217,-19.5,53.5,368.6,0.034,-0.0,-0.021,38.5,0,0
12108,0.045,0.225,-19.5,54.9,369.3,0.048,-0.002,-0.026,37.9,0,0
12109,0.042,0.229,-19.4,56.1,369.7,0.049,-0.009,-0.028,37.7,0,0
12110,0.044,0.224,-19.2,56.8,369.4,0.047,-0.018,-0.029,37.5,0,0
12111,0.042,0.225,-19.0,57.3,368.8,0.047,-0.022,-0.033,37.2,0,0
12112,0.055,0.225,-18.8,57.9,369.8,0.044,-0.031,-0.036,37.0,0,0
12113,0.06,0.212,-18.5,58.3,370.1,0.04,-0.037,-0.038,37.2,0,0
12114,0.07,0.216,-18.5,59.0,371.5,0.046,-0.044,-0.041,36.9,0,0
12115,0.073,0.21,-18.4,59.4,371.9,0.048,-0.048,-0.045,36.8,0,0
12116,0.08,0.215,-18.3,59.6,372.1,0.05,-0.053,-0.048,36.8,0,0
12117,0.082,0.214,-18.3,59.9,372.9,0.049,-0.057,-0.051,37.0,0,0
12118,0.088,0.222,-18.5,60.3,374.3,0.047,-0.059,-0.053,36.9,0,0
12119,0.091,0.229,-18.7,61.0,376.5,0.049,-0.06,-0.057,36.9,0,0
12120,0.098,0.229,-18.9,61.4,376.3,0.055,-0.062,-0.059,36.6,0,0
12121,0.105,0.239,-19.1,61.8,375.8,0.052,-0.057,-0.063,36.3,0,0
12122,0.123,0.232,-19.2,62.2,374.6,0.053,-0.055,-0.064,36.0,0,0
12123,0.116,0.237,-19.6,62.7,375.4,0.059,-0.051,-0.067,36.1,0,0
12124,0.099,0.24,-19.9,63.0,375.8,0.057,-0.049,-0.067,35.7,0,0
12125,0.108,0.238,-20.1,63.0,373.7,0.055,-0.049,-0.066,35.6,0,0
12126,0.102,0.241,-20.4,63.1,372.9,0.058,-0.044,-0.068,35.1,0,0
12127,0.107,0.237,-20.7,63.2,373.9,0.057,-0.049,-0.066,35.0,0,0
12128,0.108,0.221,-20.9,62.8,374.6,0.054,-0.053,-0.066,35.2,0,1
12129,0.104,0.218,-21.2,62.0,375.0,0.05,-0.057,-0.066,34.9,0,1
12130,0.096,0.204,-22.0,60.8,376.6,0.033,-0.064,-0.065,33.8,0,1
12131,0.124,0.175,-23.0,58.0,380.0,0.006,-0.067,-0.068,33.4,0,1
12132,0.104,0.14,-24.2,54.5,380.4,-0.043,-0.069,-0.075,34.1,0,1
12133,0.112,0.118,-25.4,52.2,382.7,-0.084,-0.07,-0.081,34.4,0,1
12134,0.113,0.098,-26.7,50.7,384.8,-0.128,-0.063,-0.087,34.3,1,1
12135,0.12,0.082,-27.9,49.2,384.2,-0.148,-0.062,-0.093,33.8,1,1
12136,0.11,0.081,-29.2,48.6,382.5,-0.151,-0.06,-0.096,33.3,1,1
12137,0.109,0.09,-30.8,48.8,382.9,-0.152,-0.055,-0.103,32.7,1,1
12138,0.119,0.089,-32.2,49.0,383.3,-0.145,-0.049,-0.107,32.0,1,1
12139,0.104,0.069,-33.2,49.0,380.3,-0.142,-0.051,-0.114,32.5,1,1
12140,0.092,0.068,-34.3,49.8,381.0,-0.139,-0.046,-0.123,32.8,1,1
12141,0.11,0.079,-35.1,50.6,381.1,-0.129,-0.045,-0.132,33.5,1,1
12142,0.096,0.078,-35.7,51.4,381.1,-0.131,-0.044,-0.142,34.2,1,1
12143,0.111,0.088,-36.2,52.0,381.3,-0.122,-0.044,-0.151,34.7,1,1
12144,0.108,0.099,-36.6,52.4,378.6,-0.106,-0.043,-0.159,34.4,1,1
12145,0.108,0.099,-37.0,52.8,376.7,-0.092,-0.043,-0.166,33.9,1,0
12146,0.107,0.096,-37.3,53.0,374.2,-0.098,-0.04,-0.173,33.4,1,0
12147,0.092,0.114,-37.6,53.4,372.9,-0.087,-0.038,-0.177,32.7,1,0
12148,0.073,0.115,-37.8,53.9,371.7,-0.076,-0.031,-0.18,32.4,1,0
12149,0.087,0.132,-38.2,54.5,373.6,-0.064,-0.018,-0.184,32.0,1,0
12150,0.074,0.152,-38.1,54.8,373.1,-0.048,-0.009,-0.183,31.9,1,0
12151,0.074,0.154,-37.7,54.9,371.4,-0.038,-0.004,-0.179,32.8,0,0
12152,0.067,0.143,-37.1,55.0,369.5,-0.04,0.0,-0.174,33.0,0,0
12153,0.063,0.149,-36.5,55.0,368.5,-0.033,0.001,-0.169,32.5,0,0
12154,0.076,0.161,-36.4,55.3,369.0,-0.02,0.006,-0.168,32.5,0,0
12155,0.06,0.16,-36.2,55.4,367.8,-0.017,0.007,-0.166,32.2,0,0
12156,0.048,0.179,-36.4,56.0,367.8,0.004,0.016,-0.165,31.9,0,0
12157,0.064,0.161,-36.1,55.5,362.4,-0.002,0.006,-0.161,31.4,0,0
12158,0.083,0.148,-36.4,55.6,361.5,-0.001,0.015,-0.165,31.6,0,0
12159,0.073,0.15,-36.6,55.7,360.0,0.001,0.022,-0.166,30.9,0,0
12160,0.062,0.166,-36.7,55.7,359.1,0.012,0.026,-0.169,30.2,0,0
12161,0.05,0.167,-36.5,55.7,357.8,0.027,0.029,-0.174,27.9,0,0
12162,0.046,0.167,-36.4,56.1,358.0,0.015,0.037,-0.184,21.7,0,0
12163,0.031,0.16,-36.6,56.0,357.1,0.002,0.039,-0.185,14.6,0,0
12164,0.004,0.148,-37.3,55.4,358.1,-0.012,0.044,-0.184,8.0,0,0
12165,-0.013,0.119,-38.4,54.5,360.3,-0.027,0.057,-0.181,7.7,0,0
12166,-0.019,0.128,-40.2,52.0,359.5,-0.036,0.077,-0.147,10.7,0,0
12167,-0.03,0.112,-40.9,49.9,358.0,-0.045,0.079,-0.134,17.9,0,0
12168,-0.033,0.114,-41.7,48.9,359.8,-0.043,0.088,-0.127,24.9,0,0
12169,-0.029,0.112,-42.8,48.5,362.1,-0.047,0.082,-0.121,29.2,0,0
12170,-0.018,0.101,-44.1,48.2,362.7,-0.055,0.081,-0.118,30.9,0,0
12171,-0.024,0.091,-45.4,48.3,363.1,-0.056,0.08,-0.112,32.0,0,0
12172,-0.021,0.1,-46.8,48.6,363.3,-0.07,0.082,-0.115,31.5,0,0
12173,-0.04,0.092,-47.9,48.7,362.6,-0.06,0.089,-0.115,29.1,0,0
12174,-0.058,0.095,-48.9,49.0,362.8,-0.054,0.097,-0.115,26.6,0,0
12175,-0.047,0.102,-49.4,48.9,362.1,-0.042,0.094,-0.111,25.0,0,0
12176,-0.03,0.103,-49.6,49.1,362.5,-0.049,0.09,-0.113,25.6,0,0
12177,-0.032,0.108,-49.6,48.8,361.4,-0.041,0.086,-0.109,26.5,0,0
12178,-0.017,0.109,-49.9,49.1,361.7,-0.047,0.087,-0.11,26.9,0,0
12179,-0.025,0.113,-49.9,49.4,360.9,-0.048,0.085,-0.11,28.3,0,0
12180,-0.04,0.085,-50.1,50.0,361.8,-0.054,0.087,-0.111,29.0,0,0
12181,-0.032,0.101,-49.8,50.4,360.7,-0.05,0.086,-0.109,29.0,0,0
12182,-0.025,0.073,-49.7,50.7,361.9,-0.062,0.087,-0.11,29.7,0,0
12183,-0.023,0.061,-49.5,50.7,362.2,-0.062,0.088,-0.108,30.5,0,0
12184,-0.047,0.075,-49.3,50.7,362.6,-0.059,0.091,-0.105,30.6,0,0
12185,-0.038,0.078,-49.4,50.4,362.0,-0.06,0.092,-0.101,31.0,0,0
12186,-0.044,0.089,-50.0,50.0,362.0,-0.068,0.102,-0.101,31.1,0,0
12187,-0.057,0.085,-50.5,49.7,361.7,-0.057,0.111,-0.099,31.8,0,0
12188,-0.057,0.082,-50.9,49.7,361.2,-0.059,0.113,-0.1,31.8,0,0
12189,-0.056,0.092,-50.9,49.7,361.5,-0.056,0.117,-0.102,31.8,0,0
12190,-0.05,0.088,-50.3,49.8,361.0,-0.062,0.108,-0.105,31.8,0,1
12191,-0.054,0.083,-49.7,50.3,362.3,-0.062,0.109,-0.109,32.5,0,1
12192,-0.026,0.089,-48.7,50.8,362.6,-0.076,0.095,-0.112,32.1,0,1
12193,-0.051,0.085,-48.0,51.8,364.0,-0.065,0.095,-0.116,32.1,0,1
12194,0.007,0.09,-47.3,52.7,364.4,-0.071,0.083,-0.118,31.4,0,1
12195,0.02,0.149,-47.2,54.3,366.8,-0.057,0.094,-0.118,30.3,0,1
12196,0.028,0.171,-47.1,55.8,368.1,-0.053,0.097,-0.124,29.7,1,1
12197,0.008,0.186,-46.9,57.1,369.7,-0.046,0.104,-0.128,29.5,1,1
12198,0.026,0.177,-46.3,58.1,370.0,-0.049,0.09,-0.135,29.5,1,1
12199,0.049,0.174,-45.5,59.1,371.7,-0.055,0.084,-0.142,29.5,1,1
12200,0.064,0.171,-44.5,59.5,372.5,-0.056,0.073,-0.147,28.6,1,1
12201,0.086,0.162,-43.7,59.5,372.9,-0.066,0.054,-0.15,28.5,1,1
12202,0.066,0.162,-43.6,59.3,373.5,-0.067,0.045,-0.151,28.2,1,1
12203,0.071,0.169,-43.4,59.7,376.6,-0.071,0.032,-0.178,29.5,1,1
12204,0.101,0.146,-44.0,59.6,376.4,-0.095,0.023,-0.196,29.7,1,1
12205,0.091,0.137,-45.2,59.5,377.7,-0.105,0.023,-0.213,29.1,1,1
12206,0.109,0.143,-46.7,59.4,378.7,-0.109,0.026,-0.229,28.9,1,1
12207,0.11,0.12,-47.8,58.9,377.9,-0.119,0.02,-0.236,28.6,1,1
12208,0.1,0.126,-49.3,58.8,379.0,-0.117,0.022,-0.243,28.5,1,1
12209,0.115,0.138,-50.5,58.5,378.3,-0.11,0.016,-0.249,28.6,1,1
12210,0.137,0.108,-51.3,58.5,376.8,-0.114,0.007,-0.252,28.5,1,1
12211,0.15,0.122,-52.3,58.6,375.7,-0.104,-0.001,-0.261,28.3,1,1
12212,0.128,0.126,-53.1,58.8,374.5,-0.104,-0.007,-0.27,28.2,1,1
12213,0.133,0.135,-53.9,59.0,372.5,-0.104,-0.014,-0.28,27.8,1,1
12214,0.153,0.151,-55.0,59.6,372.3,-0.091,-0.013,-0.289,27.5,1,1
12215,0.153,0.153,-55.7,60.2,371.0,-0.085,-0.013,-0.298,27.4,1,1
12216,0.163,0.158,-56.2,60.9,369.8,-0.077,-0.014,-0.308,27.1,1,1
12217,0.152,0.167,-56.7,61.6,369.6,-0.067,-0.013,-0.313,26.8,1,1
12218,0.169,0.177,-57.5,63.1,373.0,-0.048,-0.002,-0.322,26.4,1,1
12219,0.16,0.182,-57.0,63.6,371.8,-0.047,-0.007,-0.322,26.3,1,1
12220,0.16,0.204,-57.0,64.8,375.1,-0.025,0.004,-0.326,26.3,1,1
12221,0.158,0.219,-56.6,65.4,376.2,-0.02,0.011,-0.33,25.8,1,1
12222,0.169,0.231,-55.9,65.5,376.2,-0.018,0.013,-0.332,25.8,1,1
12223,0.167,0.234,-55.8,65.5,377.0,-0.01,-0.001,-0.308,26.4,1,1
12224,0.159,0.22,-54.7,64.9,374.5,-0.018,-0.006,-0.315,26.3,1,1
12225,0.172,0.215,-54.5,65.0,374.8,-0.016,0.003,-0.317,26.4,1,1
12226,0.171,0.204,-54.3,64.9,374.5,-0.029,0.004,-0.318,26.4,1,1
12227,0.171,0.214,-54.4,65.1,375.0,-0.02,0.006,-0.316,26.2,1,1
12228,0.155,0.222,-54.3,65.2,374.1,-0.018,0.005,-0.312,26.6,1,1
12229,0.168,0.219,-54.2,65.6,374.6,-0.012,0.004,-0.312,26.3,1,1
12230,0.162,0.229,-53.7,65.4,373.7,-0.015,0.001,-0.312,26.1,1,1
12231,0.161,0.225,-53.1,65.3,373.5,-0.018,-0.004,-0.311,25.5,1,1
12232,0.172,0.213,-52.5,65.0,373.1,-0.025,-0.012,-0.306,25.4,1,1
12233,0.181,0.226,-52.1,64.9,373.8,-0.024,-0.016,-0.304,25.4,1,1
12234,0.179,0.217,-51.6,64.7,373.5,-0.028,-0.023,-0.302,24.6,1,1
12235,0.169,0.208,-51.2,65.0,374.5,-0.028,-0.026,-0.303,24.5,1,1
12236,0.178,0.202,-50.6,65.2,374.4,-0.037,-0.034,-0.301,24.5,1,1
12237,0.169,0.193,-50.0,65.6,375.3,-0.039,-0.041,-0.301,24.1,1,1
12238,0.165,0.202,-49.2,65.9,376.2,-0.042,-0.054,-0.302,23.4,1,1
12239,0.193,0.193,-48.0,65.9,375.5,-0.042,-0.067,-0.299,23.3,1,1
12240,0.224,0.19,-47.0,66.0,376.3,-0.044,-0.081,-0.3,23.0,1,1
12241,0.219,0.184,-45.8,65.6,375.0,-0.053,-0.091,-0.3,23.1,1,1
12242,0.212,0.188,-45.6,65.9,377.6,-0.05,-0.099,-0.296,23.2,1,1
12243,0.199,0.194,-45.2,65.8,378.3,-0.056,-0.097,-0.298,23.2,1,1
12244,0.194,0.207,-45.2,66.0,379.7,-0.051,-0.098,-0.296,23.3,1,1
12245,0.197,0.182,-45.0,65.5,378.8,-0.06,-0.094,-0.295,22.7,1,1
12246,0.201,0.179,-45.2,65.4,380.1,-0.06,-0.087,-0.295,22.7,1,0
12247,0.193,0.197,-45.4,65.0,380.6,-0.057,-0.079,-0.287,22.5,1,0
12248,0.196,0.172,-45.4,64.2,379.6,-0.063,-0.076,-0.28,22.3,1,0
12249,0.161,0.169,-45.6,63.7,380.3,-0.063,-0.07,-0.27,22.0,1,0
12250,0.204,0.154,-46.0,63.2,380.3,-0.065,-0.068,-0.262,20.6,1,0
12251,0.195,0.15,-46.6,62.6,380.4,-0.065,-0.062,-0.255,17.8,1,0
12252,0.194,0.144,-47.3,62.0,380.0,-0.074,-0.059,-0.251,14.7,0,0
12253,0.183,0.158,-48.0,61.8,380.3,-0.065,-0.052,-0.247,13.1,0,0
12254,0.163,0.167,-48.4,62.2,379.8,-0.061,-0.044,-0.25,11.5,0,0
